haiku,source
"Ruined and ill,--a man
of two score; Pretty and guileless,--a
girl of three.",gutenberg
"Not a boy,--but, still better
than nothing: To soothe one’s feeling,--from
time to time a kiss!",gutenberg
"There came a day,--they suddenly
took her from me; Her soul’s shadow
wandered I know not where.",gutenberg
"At last, by thinking of the time
before she was born, By thought and reason
I drove the pain away.",gutenberg
"Since my heart forgot her, many
days have passed And three times winter
has changed to spring.",gutenberg
"This morning, for a little,
the old grief came back, Because, in the
road, I met her foster-nurse.",gutenberg
"Sad, sad--lean with long illness;
Monotonous, monotonous--days
and nights pass.",gutenberg
"The summer trees have clad
themselves in shade; The autumn “lan” already
houses the dew.",gutenberg
"The eggs that lay in the
nest when I took to bed Have changed into little
birds and flown away.",gutenberg
"The worm that then lay hidden
in its hole Has hatched into a cricket
sitting on the tree.",gutenberg
"The Four Seasons go on for
ever and ever: In all Nature nothing stops
to rest Even for a moment.",gutenberg
"Only the sick
man’s heart Deep down still aches
as of old!",gutenberg
"Deep the waters of the Black Pool,
coloured like ink; They say a Holy Dragon
lives there, whom men have never seen.",gutenberg
"Beside the Pool they have built a shrine; the authorities
have established a ritual; A dragon by itself remains
a dragon, but men can make it a god.",gutenberg
"Prosperity and disaster, rain and drought,
plagues and pestilences-- By the village people were all
regarded as the Sacred Dragon’s doing.",gutenberg
"They all made offerings of sucking-pig and poured
libations of wine; The morning prayers and evening gifts
depended on a “medium’s” advice When the dragon comes, ah!",gutenberg
"The wind stirs
and sighs Paper
money thrown, ah!",gutenberg
"Silk
umbrellas
waved.",gutenberg
"When the
dragon goes,
ah!",gutenberg
"The
wind
also--still.",gutenberg
"The cups
and vessels
are cold.",gutenberg
"Meats lie stacked on the rocks
of the Pool’s shore; Wine flows on the grass
in front of the shrine.",gutenberg
"I do not know, of all those offerings,
how much the Dragon eats; But the mice of the woods and the foxes
of the hills are continually drunk and sated.",gutenberg
"Why are
the foxes
so lucky?",gutenberg
"What have the sucking-pigs done,
That year by year _they_ should be killed,
merely to glut the foxes?",gutenberg
"That the foxes are robbing the Sacred
Dragon and eating His sucking-pig, Beneath the nine-fold depths
of His pool, does He know or not?",gutenberg
"There came an officer
knocking by night at my door-- In a
loud voice demanding grain-tribute.",gutenberg
"My house-servants dared not wait till
the morning, But brought candles
and set them on the barn-floor.",gutenberg
"Passed through the sieve,
clean-washed as pearls, A whole cart-load, thirty
bushels of grain.",gutenberg
"But still they cry that it is
not paid in full: With whips and curses
they goad my servants and boys.",gutenberg
"Once, in error, I entered
public life; I am inwardly ashamed
that my talents were not sufficient.",gutenberg
"In succession I
occupied four official posts; For
doing nothing,--ten years’ salary!",gutenberg
"Often have I heard that
saying of ancient men That “good and ill
follow in an endless chain.",gutenberg
"” And to-day it ought to set
my heart at rest To return to others
the corn in my great barn.",gutenberg
"In the land of Tao-chou Many
of the people are dwarfs; The tallest of them
never grow to more than three feet.",gutenberg
"They were sold in the market as dwarf
slaves and yearly sent to Court; Described as “an offering
of natural products from the land of Tao-chou.",gutenberg
"” A strange “offering of natural products”;
I never heard of one yet That parted men from
those they loved, never to meet again!",gutenberg
"Old men--weeping for their
grandsons; mothers for
their children!",gutenberg
"One day--Yang Ch’ēng came to govern
the land; He refused to send up dwarf slaves
in spite of incessant mandates.",gutenberg
"” The Emperor’s heart was deeply
moved and he sealed and sent a scroll “The yearly tribute
of dwarfish slaves is henceforth annulled.",gutenberg
"” The people of
Tao-chou, Old ones and young ones,
how great their joy!",gutenberg
"Father with son and brother with
brother henceforward kept together; From that day
for ever more they lived as free men.",gutenberg
"The people
of Tao-chou Still enjoy
this gift.",gutenberg
"And even now when
they speak of the Governor
Tears start to their eyes.",gutenberg
"And lest their children and their children’s children
should forget the Governor’s name, When boys are born the
syllable “Yang” is often used in their forename.",gutenberg
"Of cord and cassia-wood
is the harp compounded: Within it
lie ancient melodies.",gutenberg
"Ancient melodies--weak and
savourless, Not appealing
to present men’s taste.",gutenberg
"Light and colour are
faded from the jade stops: Dust has
covered the rose-red strings.",gutenberg
"Decay and ruin came
to it long ago, But the sound that
is left is still cold and clear.",gutenberg
"I do not refuse to play
it, if you want me to: But even if
I play, people will not listen.",gutenberg
"How did it come
to be neglected
so?",gutenberg
"Because of
the Ch’iang flute and the
Ch’in flageolet.",gutenberg
"The singers have hushed their
notes of clear song: The red sleeves of the
dancers are motionless.",gutenberg
"Hugging his lute, the old
harper of Chao Rocks and sways as he
touches the five chords.",gutenberg
"The loud notes swell and
scatter abroad: “Sa, sa,” like
wind blowing the rain.",gutenberg
"The soft notes dying
almost to nothing: “Ch’ieh, ch’ieh,” like the
voice of ghosts talking.",gutenberg
"Now as glad as the magpie’s
lucky song: Again bitter as the
gibbon’s ominous cry.",gutenberg
"And those who sit and listen
to the tune he plays Of soul and body
lose the mastery.",gutenberg
"And those who pass that way as
he plays the tune, Suddenly stop
and cannot raise their feet.",gutenberg
"Alas, alas that the
ears of common men Should love the
modern and not love the old.",gutenberg
"Thus it is that the harp in
the green window Day by day is
covered deeper with dust.",gutenberg
"In the Royal City
spring is almost over: Tinkle, tinkle--the
coaches and horsemen pass.",gutenberg
"We tell each other “This is the
peony season”: And follow with the
crowd that goes to the Flower Market.",gutenberg
"“Cheap and dear--no uniform price:
The cost of the plant depends on the
number of blossoms.",gutenberg
"For the fine flower,--a hundred
pieces of damask: For the cheap
flower,--five bits of silk.",gutenberg
"Above is spread an awning
to protect them: Around is woven a
wattle-fence to screen them.",gutenberg
"If you sprinkle water and
cover the roots with mud, When they are transplanted,
they will not lose their beauty.",gutenberg
"” Each household thoughtlessly
follows the custom, Man by man, no
one realizing.",gutenberg
"There happened to be
an old farm labourer Who
came by chance that way.",gutenberg
"He bowed his head and sighed
a deep sigh: But this sigh
nobody understood.",gutenberg
"He was thinking, “A cluster
of deep-red flowers Would pay the taxes of
ten poor houses.",gutenberg
"” Tartars
led in chains, Tartars
led in chains!",gutenberg
"Their ears pierced, their
faces bruised--they are driven
into the land of Ch’in.",gutenberg
"The Son of Heaven
took pity on them and would not
have them slain.",gutenberg
"A petty officer in a yellow coat
took down their names and surnames: They were led from the city
of Ch’ang-an under escort of an armed guard.",gutenberg
"Their bodies were covered
with the wounds of arrows, their
bones stood out from their cheeks.",gutenberg
"They had grown so
weak they could only march
a single stage a day.",gutenberg
"In the morning they must satisfy hunger
and thirst with neither plate nor cup: At night they must lie in
their dirt and rags on beds that stank with filth.",gutenberg
"Suddenly they came to the
Yangtze River and remembered the
waters of Chiao.",gutenberg
"With lowered hands
and levelled voices they sobbed
a muffled song.",gutenberg
"Then one Tartar lifted up his
voice and spoke to the other Tartars, “_Your_ sorrows are none
at all compared with _my_ sorrows.",gutenberg
"” Those that were with him in the same
band asked to hear his tale: As he tried to speak
the words were choked by anger.",gutenberg
"He told them
“I was born and bred in the town
of Liang-yüan.",gutenberg
"In the frontier wars
of Ta-li I fell into
the Tartars’ hands.",gutenberg
"Since the days the Tartars took me alive
forty years have passed: They put me into a coat
of skins tied with a belt of rope.",gutenberg
"Only on the first
of the first month might I wear
my Chinese dress.",gutenberg
"As I put on my
coat and arranged my cap,
how fast the tears flowed!",gutenberg
"I made in my heart a secret vow I
would find a way home: I hid my plan from my Tartar wife
and the children she had borne me in the land.",gutenberg
"I thought to myself, ‘It is well for me that
my limbs are still strong,’ And yet, being old, in my heart I
feared I should never live to return.",gutenberg
"The Tartar chieftains shoot so well that the
birds are afraid to fly: From the risk of their arrows I
escaped alive and fled swiftly home.",gutenberg
"Hiding all day and walking all night,
I crossed the Great Desert: Where clouds are dark and the moon
black and the sands eddy in the wind.",gutenberg
"But the moving horsemen did not hear
that I spoke the Han tongue: Their Captain took me for
a Tartar born and had me bound in chains.",gutenberg
"They are sending me away to the south-east,
to a low and swampy land: No one now will take pity
on me: resistance is all in vain.",gutenberg
"Thinking of this, my voice chokes and I
ask of Heaven above, Was I spared from death only
to spend the rest of my years in sorrow?",gutenberg
"My native village of Liang-yüan I
shall not see again: My wife and children in the Tartars’
land I have fruitlessly deserted.",gutenberg
