Unnamed: 0,0,1,2,3,4,5,6,7,8,haiku,lang,0_syllables,1_syllables,2_syllables,3_syllables,4_syllables,5_syllables,6_syllables,7_syllables,8_syllables
5930,sudden news,of her breast cancer...,I add,one more lump of sugar,to my morning coffee,,,,,"sudden news
of her breast cancer...
I add
one more lump of sugar
to my morning coffee",en,3,5,2,6,6,,,,
5931,writing haiku ...,my wine glass fills,with sunlight,,,,,,,"writing haiku ...
my wine glass fills
with sunlight",en,4,4,3,,,,,,
5932,divorce talk,each sip of tea more bitter,than the last,,,,,,,"divorce talk
each sip of tea more bitter
than the last",en,3,7,3,,,,,,
5933,all day rain,the refrigerator?s,ommmmm,,,,,,,"all day rain
the refrigerator?s
ommmmm",en,3,6,1,,,,,,
5934,old pond,oil slick rainbows,slip in,,,,,,,"old pond
oil slick rainbows
slip in",en,2,4,2,,,,,,
5935,sudden rain,and then I remember,Earth Day,,,,,,,"sudden rain
and then I remember
Earth Day",en,3,6,2,,,,,,
5938,shouldering coals,the rattle of blue crabs,in a metal bucket,,,,,,,"shouldering coals
the rattle of blue crabs
in a metal bucket",en,4,6,6,,,,,,
5939,sun blaze?,the flash of chrome,outside a biker bar,,,,,,,"sun blaze?
the flash of chrome
outside a biker bar",en,2,4,6,,,,,,
5940,turning seventy,i walk outside to see it,the almost full moon,,,,,,,"turning seventy
i walk outside to see it
the almost full moon",en,5,7,5,,,,,,
5941,industrial decay--,the dripping rust,in heavy rain,,,,,,,"industrial decay--
the dripping rust
in heavy rain",en,6,4,4,,,,,,
5942,night rain--,we jump in neon puddles,and breathe rosemary,,,,,,,"night rain--
we jump in neon puddles
and breathe rosemary",en,2,7,5,,,,,,
5943,freight train--,the night runs out,of breath,,,,,,,"freight train--
the night runs out
of breath",en,2,4,2,,,,,,
5944,nighttime whoosh --,a city train,fades,,,,,,,"nighttime whoosh --
a city train
fades",en,3,4,1,,,,,,
5945,car park puddle--,i walk through,the sky,,,,,,,"car park puddle--
i walk through
the sky",en,4,3,2,,,,,,
5946,first blossoms?,three speckled eggs,in the wren?s nest,,,,,,,"first blossoms?
three speckled eggs
in the wren?s nest",en,3,4,4,,,,,,
5947,punctuating,a moonless night,the cries of geese,,,,,,,"punctuating
a moonless night
the cries of geese",en,4,4,4,,,,,,
5950,concert under the stars --,a drop of sweat lost,in her décolletage,,,,,,,"concert under the stars --
a drop of sweat lost
in her décolletage",en,6,5,5,,,,,,
5951,unconcerned,with divorce rates,mating butterflies,,,,,,,"unconcerned
with divorce rates
mating butterflies",en,3,4,5,,,,,,
5952,spring morning,one egg left,in the fridge,,,,,,,"spring morning
one egg left
in the fridge",en,"3,4",3,3,,,,,,
5953,memory care unit,snowflakes melting,on the window,,,,,,,"memory care unit
snowflakes melting
on the window",en,6,4,4,,,,,,
5954,internet dating,a butterfly flitting,from rose to rose,,,,,,,"internet dating
a butterfly flitting
from rose to rose",en,5,6,4,,,,,,
5956,honeymoon site,grandmother revists,by herself,,,,,,,"honeymoon site
grandmother revists
by herself",en,4,5,3,,,,,,
5969,stationary front --,the same haiku,I wrote yesterday,,,,,,,"stationary front --
the same haiku
I wrote yesterday",en,5,4,5,,,,,,
5970,invisible on radar,the lingering mist,between us,,,,,,,"invisible on radar
the lingering mist
between us",en,7,"4,5","3,4",,,,,,
5971,thunder clouds --,he tells me how many days,he's been sober,,,,,,,"thunder clouds --
he tells me how many days
he's been sober",en,3,7,4,,,,,,
5972,mussel-blue skies . . .,the cherry blossom bright,by the brick wall,,,,,,,"mussel-blue skies . . .
the cherry blossom bright
by the brick wall",en,3,6,4,,,,,,
5973,after-party,we blow out candles,to hear the stars,,,,,,,"after-party
we blow out candles
to hear the stars",en,2,5,4,,,,,,
5974,her hips,sway our debate on sex,summer heat,,,,,,,"her hips
sway our debate on sex
summer heat",en,2,"6,7",3,,,,,,
5975,the cold moon... ,I recycle a dream,from my youth,,,,,,,"the cold moon... 
I recycle a dream
from my youth",en,3,6,3,,,,,,
5976,abandoned home,an old life laid to rest,among weeds and trees,,,,,,,"abandoned home
an old life laid to rest
among weeds and trees",en,4,6,5,,,,,,
5977,humid morning,the scent of lilacs,fills each breath,,,,,,,"humid morning
the scent of lilacs
fills each breath",en,4,5,3,,,,,,
5978,"cold, foggy night?",only the echo,of a buoy's bell,,,,,,,"cold, foggy night?
only the echo
of a buoy's bell",en,4,5,5,,,,,,
5979,the first dusk of may,it's suddenly there,a pale orange poppy,,,,,,,"the first dusk of may
it's suddenly there
a pale orange poppy",en,5,5,6,,,,,,
5980,headlights,in the dust storm,old friends,,,,,,,"headlights
in the dust storm
old friends",en,2,4,2,,,,,,
5981,rainy afternoon--,hot pikelets,with butter and honey,,,,,,,"rainy afternoon--
hot pikelets
with butter and honey",en,5,3,6,,,,,,
5982,rearview mirror--,pelicans with sunrise,on their wings,,,,,,,"rearview mirror--
pelicans with sunrise
on their wings",en,4,6,3,,,,,,
5983,running home,an empty mind,full of jasmine,,,,,,,"running home
an empty mind
full of jasmine",en,3,4,4,,,,,,
5991,field of dandelions,thousands of wishes,going unused,,,,,,,"field of dandelions
thousands of wishes
going unused",en,6,5,4,,,,,,
5992,hoose o the deid bairn -,sumyin's left,a cheen o gowns,,,,,,,"hoose o the deid bairn -
sumyin's left
a cheen o gowns",en,7,4,5,,,,,,
5993,night rain ,drumming on,my mind,,,,,,,"night rain 
drumming on
my mind",en,2,3,2,,,,,,
6005,mother?s day?,she wears her best apron,to wash the dishes,,,,,,,"mother?s day?
she wears her best apron
to wash the dishes",en,3,6,5,,,,,,
6006,news of,an old lover's death?,long into the night,the clicking,of knitting needles,,,,,"news of
an old lover's death?
long into the night
the clicking
of knitting needles",en,2,5,5,3,5,,,,
6007,windfall apple?,eye to eye with the worm,that found it first,,,,,,,"windfall apple?
eye to eye with the worm
that found it first",en,4,6,4,,,,,,
6008,summer stars?,she tells a lie,without blinking,,,,,,,"summer stars?
she tells a lie
without blinking",en,3,4,4,,,,,,
6009,moonbeams?,a clump of mushrooms,where the bird's buried,,,,,,,"moonbeams?
a clump of mushrooms
where the bird's buried",en,2,5,5,,,,,,
6010,summer haze?,mother's faded notes,for dewberry jam,,,,,,,"summer haze?
mother's faded notes
for dewberry jam",en,3,5,5,,,,,,
6014,husband gone-,his watch ticks it's last tock,at her garage sale,,,,,,,"husband gone-
his watch ticks it's last tock
at her garage sale",en,3,6,5,,,,,,
6018,Out of the well,By the bucket I hunt,A moon,,,,,,,"Out of the well
By the bucket I hunt
A moon",en,4,6,2,,,,,,
6030,seasons stilled--,a red paper poppy,in memoriam,,,,,,,"seasons stilled--
a red paper poppy
in memoriam",en,3,6,5,,,,,,
6031,boyhood friends,home once again --,side by side,,,,,,,"boyhood friends
home once again --
side by side",en,3,4,3,,,,,,
6032,sacred ground,a bumblebee tastes,every poppy,,,,,,,"sacred ground
a bumblebee tastes
every poppy",en,3,5,"4,5",,,,,,
6033,morning fog,only the duck's cry,passes overhead,,,,,,,"morning fog
only the duck's cry
passes overhead",en,3,5,5,,,,,,
6034,just after midnight,sounds become heartbeats,coyote song,,,,,,,"just after midnight
sounds become heartbeats
coyote song",en,5,5,"3,4",,,,,,
6036,honoring those who've served,by wearing camouflage,in front of the TV,,,,,,,"honoring those who've served
by wearing camouflage
in front of the TV",en,6,6,"8,6",,,,,,
6037,guarding,the suburban lawn,a smiling Buddha,,,,,,,"guarding
the suburban lawn
a smiling Buddha",en,2,5,5,,,,,,
6038,gibbous moon --,her unfinished,tattoo,,,,,,,"gibbous moon --
her unfinished
tattoo",en,3,4,2,,,,,,
6039,Delta blues --,a bead of sweat,on my beer bottle,,,,,,,"Delta blues --
a bead of sweat
on my beer bottle",en,3,4,5,,,,,,
6040,graith an burds,skirlin  -,snowk o upturnt yirth,,,,,,,"graith an burds
skirlin  -
snowk o upturnt yirth",en,3,2,5,,,,,,
6042,a cailleach cried Mary,her bairn streekit on'r laup,...weir memorial,,,,,,,"a cailleach cried Mary
her bairn streekit on'r laup
...weir memorial",en,6,7,4,,,,,,
6044,hand in hand,white petals blossom,as we pass,,,,,,,"hand in hand
white petals blossom
as we pass",en,3,5,3,,,,,,
6045,plunging a knife,into the watermelon?,the heat,,,,,,,"plunging a knife
into the watermelon?
the heat",en,4,7,2,,,,,,
6046,end of an affair?,the ligustrum tree,no longer in bloom,,,,,,,"end of an affair?
the ligustrum tree
no longer in bloom",en,5,5,5,,,,,,
6047,alone by candlelight,thinking of that spring we met,and another spring?,,,,,,,"alone by candlelight
thinking of that spring we met
and another spring?",en,6,"8,7","5,6",,,,,,
6048,spicy chicken ?,this impulse to ask,if she's married,,,,,,,"spicy chicken ?
this impulse to ask
if she's married",en,4,5,4,,,,,,
6049,church graveyard,a cloud of crows hover,over stone angels,,,,,,,"church graveyard
a cloud of crows hover
over stone angels",en,3,6,5,,,,,,
6050,photoshopping,my wedding pictures,winter solstice,,,,,,,"photoshopping
my wedding pictures
winter solstice",en,4,5,4,,,,,,
6052,night rain--,never too old,for a lullaby,,,,,,,"night rain--
never too old
for a lullaby",en,2,4,5,,,,,,
6053,crossroads--,a spiderweb spans,both signs,,,,,,,"crossroads--
a spiderweb spans
both signs",en,2,5,2,,,,,,
6054,open window,the promise,of purple clover,,,,,,,"open window
the promise
of purple clover",en,4,3,5,,,,,,
6055,half moon,only broken crackers,in the tin,,,,,,,"half moon
only broken crackers
in the tin",en,2,6,3,,,,,,
6056,revision notes,brushing sand,into the gaps,,,,,,,"revision notes
brushing sand
into the gaps",en,4,3,4,,,,,,
6067,pointing,every which way,cut tulips,,,,,,,"pointing
every which way
cut tulips",en,2,"4,5",3,,,,,,
6068,winter solstice . . .,the reverse side,of the needlepoint,,,,,,,"winter solstice . . .
the reverse side
of the needlepoint",en,4,4,5,,,,,,
6069,quietly joining,the conversation . . .,prairie stars,,,,,,,"quietly joining
the conversation . . .
prairie stars",en,5,5,3,,,,,,
6070,painted clouds . . .,the pause before,"answering ""fine""",,,,,,,"painted clouds . . .
the pause before
answering ""fine""",en,3,4,4,,,,,,
6071,in and out,of the rusted shed,moonshine,,,,,,,"in and out
of the rusted shed
moonshine",en,3,5,2,,,,,,
6072,dusk,the old gate sags,into its shadow,,,,,,,"dusk
the old gate sags
into its shadow",en,1,4,5,,,,,,
6073,easing into,a glass of Merlot,moonlight through the pines,,,,,,,"easing into
a glass of Merlot
moonlight through the pines",en,4,5,5,,,,,,
6074,cloud with thunder?,the way he says,"""whatever""",,,,,,,"cloud with thunder?
the way he says
""whatever""",en,4,4,3,,,,,,
6075,approaching storm?,the silence,between us,,,,,,,"approaching storm?
the silence
between us",en,4,3,"3,4",,,,,,
6076,seniors dance,the occasional rush,of cologne,,,,,,,"seniors dance
the occasional rush
of cologne",en,3,6,3,,,,,,
6077,lullabies,of suburban,night trains,,,,,,,"lullabies
of suburban
night trains",en,3,4,2,,,,,,
6079,steady drizzle--,a rainbow fades,into the grey,,,,,,,"steady drizzle--
a rainbow fades
into the grey",en,4,4,4,,,,,,
6080,above the oil refinery,moon sails,seaward,,,,,,,"above the oil refinery
moon sails
seaward",en,8,2,2,,,,,,
6081,dark early--,sepia roses,under street lights,,,,,,,"dark early--
sepia roses
under street lights",en,3,5,4,,,,,,
6082,storm watch?,scars i?ve learned,to love,,,,,,,"storm watch?
scars i?ve learned
to love",en,2,"3,4",2,,,,,,
6083,after the stroke,only half,a smile,,,,,,,"after the stroke
only half
a smile",en,4,3,2,,,,,,
6084,spent candle,reading the last page,by first light,,,,,,,"spent candle
reading the last page
by first light",en,3,5,3,,,,,,
6085,restless dreams,but there you are,morning sky,,,,,,,"restless dreams
but there you are
morning sky",en,3,4,3,,,,,,
6086,seed catalog,the colours of,a winter daydream,,,,,,,"seed catalog
the colours of
a winter daydream",en,4,4,5,,,,,,
6087,in the rubble,of my childhood home,wild flowers,,,,,,,"in the rubble
of my childhood home
wild flowers",en,4,5,3,,,,,,
6088,in the hospice,an out of tune piano helps,her sing without words,,,,,,,"in the hospice
an out of tune piano helps
her sing without words",en,4,8,5,,,,,,
6090,after surgery,both of us said nothing...,her red bra,in the corner of my mind,begins to change color,,,,,"after surgery
both of us said nothing...
her red bra
in the corner of my mind
begins to change color",en,5,"6,7",3,7,6,,,,
6091,a new moon --,mother's letter heavy,with voices from the past,,,,,,,"a new moon --
mother's letter heavy
with voices from the past",en,3,6,6,,,,,,
6092,stonehenge?,scent of lemon,from the hotel soap,,,,,,,"stonehenge?
scent of lemon
from the hotel soap",en,2,4,5,,,,,,
6093,light breeze,the desire of my skin,for touch,,,,,,,"light breeze
the desire of my skin
for touch",en,2,7,2,,,,,,
6094,eyelids closed,window open,whatever story,the rain tells me,,,,,,"eyelids closed
window open
whatever story
the rain tells me",en,3,4,5,4,,,,,
6095,shadows. a window ledge,just big enough to hold,two doves,,,,,,,"shadows. a window ledge
just big enough to hold
two doves",en,6,6,2,,,,,,
6096,sparks,in the heat of blue,dragonflies,,,,,,,"sparks
in the heat of blue
dragonflies",en,1,5,3,,,,,,
6097,ruined stadium -,all that remains,are bird songs,,,,,,,"ruined stadium -
all that remains
are bird songs",en,5,4,3,,,,,,
6098,long day -,a warm breeze carries,the smell of the brewery,,,,,,,"long day -
a warm breeze carries
the smell of the brewery",en,2,5,7,,,,,,
6108,a day,at the beach,June 6,,,,,,,"a day
at the beach
June 6",en,2,3,2,,,,,,
6109,old teahouse --,a swear word from,the green parrot,,,,,,,"old teahouse --
a swear word from
the green parrot",en,3,4,4,,,,,,
6110,good news,the headlines blurred,in morning rain,,,,,,,"good news
the headlines blurred
in morning rain",en,2,4,4,,,,,,
6111,almost dawn . . .,thoughts of you,when we were us,,,,,,,"almost dawn . . .
thoughts of you
when we were us",en,3,3,"4,5",,,,,,
6112,biker couple,covering their tattoos,with sunscreen,,,,,,,"biker couple
covering their tattoos
with sunscreen",en,4,"5,6",3,,,,,,
6113,ocean view --,the old dog,on a leash,,,,,,,"ocean view --
the old dog
on a leash",en,3,3,3,,,,,,
6114,empty ferris wheel --,the last time,we kissed,,,,,,,"empty ferris wheel --
the last time
we kissed",en,5,3,2,,,,,,
6115,crossing the border,without a passport --,great blue heron,,,,,,,"crossing the border
without a passport --
great blue heron",en,5,5,4,,,,,,
6116,strawberry moon --,the ribbon,in my granddaughter's hair,,,,,,,"strawberry moon --
the ribbon
in my granddaughter's hair",en,4,3,6,,,,,,
6117,another meeting,swallowing,my cold coffee,,,,,,,"another meeting
swallowing
my cold coffee",en,5,3,4,,,,,,
6118,heat lightning,the first drop of sweat,on her chin,,,,,,,"heat lightning
the first drop of sweat
on her chin",en,3,5,3,,,,,,
6119,ripened tomatoes?,the last colour,of sunset,,,,,,,"ripened tomatoes?
the last colour
of sunset",en,5,4,3,,,,,,
6120,leaden sky?,the weight,of the dead sparrow,,,,,,,"leaden sky?
the weight
of the dead sparrow",en,3,2,5,,,,,,
6121,a whispering,among my kinfolk?,wind in the cypresses,,,,,,,"a whispering
among my kinfolk?
wind in the cypresses",en,4,5,6,,,,,,
6122,sultry afternoon,wood pigeons cooing,from the shade,,,,,,,"sultry afternoon
wood pigeons cooing
from the shade",en,5,5,3,,,,,,
6124,summer night love,whatever the neighbors,are cooking,,,,,,,"summer night love
whatever the neighbors
are cooking",en,4,6,3,,,,,,
