haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"recess over
leaves swirl around
children in line
",recess over,leaves swirl around,children in line,en,4,4,4
"a crow
on the top-most branch
winter solstice
",a crow,on the top-most branch,winter solstice,en,2,4,4
"morning meditation
the goldfish
winks
",morning meditation,the goldfish,winks,en,6,3,1
"catching a cricket
and letting it go
hunter's moon
",catching a cricket,and letting it go,hunter's moon,en,5,5,3
"yellow leaves
a girl plays hopscotch
by herself
",yellow leaves,a girl plays hopscotch,by herself,en,3,5,3
"end of autumn
only thistle
left in bloom
",end of autumn,only thistle,left in bloom,en,4,4,3
"sun brightens the room
christmas cards fastened
to a navajo rug
",sun brightens the room,christmas cards fastened,to a navajo rug,en,5,5,6
"cold day?
the teacher untangles me
from the lotus position
",cold day?,the teacher untangles me,from the lotus position,en,2,7,7
"daymoon?
the branch of a birch
laden with crows
",daymoon?,the branch of a birch,laden with crows,en,2,5,4
"nearly sunset
the spider shadow moves
in the curtain
",nearly sunset,the spider shadow moves,in the curtain,en,4,6,4
"summer dusk
the town hall clock
drowns a drunk
",summer dusk,the town hall clock,drowns a drunk,en,3,4,3
"early dusk?
toward the fingernail moon
a vee of geese
",early dusk?,toward the fingernail moon,a vee of geese,en,3,"6,7",4
"night rain
a glimpse of deer antlers
between wiper blades
",night rain,a glimpse of deer antlers,between wiper blades,en,2,6,5
"leaving each shadow
as it was . . .
evening breeze
",leaving each shadow,as it was . . .,evening breeze,en,5,3,3
"red berries
at the tip of each branch
the setting sun
",red berries,at the tip of each branch,the setting sun,en,3,6,4
"subway stairs?
the old man climbs
into autumn
",subway stairs?,the old man climbs,into autumn,en,3,4,4
"autumn drizzle
a terra cotta pot
in pieces
",autumn drizzle,a terra cotta pot,in pieces,en,4,6,3
"autumn wind
goldfinch feathers cling
to the gravel
",autumn wind,goldfinch feathers cling,to the gravel,en,3,5,4
"cry of the finch
wrapped in hawk talons?
scattered seeds
",cry of the finch,wrapped in hawk talons?,scattered seeds,en,4,5,3
"mud-spattered pickup?
four dogs watch
the tavern door
",mud-spattered pickup?,four dogs watch,the tavern door,en,3,3,4
"hiking trail
a tarantula and i
back up together
",hiking trail,a tarantula and i,back up together,en,3,7,5
"woodland stream
among the sword ferns
quivers of light
",woodland stream,among the sword ferns,quivers of light,en,3,5,4
"business trip ending
my shadow pulls a briefcase
from the car trunk
",business trip ending,my shadow pulls a briefcase,from the car trunk,en,5,7,4
"thunderclap!
a squirrel near the feeder
clutches its chest
",thunderclap!,a squirrel near the feeder,clutches its chest,en,3,7,4
"saguaro shadow?
the packrat hiding
something bright
",saguaro shadow?,the packrat hiding,something bright,en,5,5,3
"river crossing
the gap between
stones
",river crossing,the gap between,stones,en,4,4,1
"bright summer sun:
a black dragonfly tests one weed
after another
",bright summer sun:,a black dragonfly tests one weed,after another,en,4,8,5
"how much
do the neighbors know?
my grass grows long
",how much,do the neighbors know?,my grass grows long,en,2,5,4
"again i take
the wrong way . . .
those violets!
",again i take,the wrong way . . .,those violets!,en,4,3,"3,4"
"cloudless sky
a great blue heron wades
through pond scum
",cloudless sky,a great blue heron wades,through pond scum,en,3,6,3
"thunder clouds?
landing with the first raindrops
dark-eyed junco
",thunder clouds?,landing with the first raindrops,dark-eyed junco,en,3,7,3
"spring afternoon
the sound of a bee bouncing
off the window
",spring afternoon,the sound of a bee bouncing,off the window,en,"4,5",7,4
"getting to know you
a timer goes off
in the kitchen
",getting to know you,a timer goes off,in the kitchen,en,5,5,4
"narrow path
bees swarm between us
and the sea
",narrow path,bees swarm between us,and the sea,en,3,"5,6",3
"sunlit reeds
the slender line
of the bittern's beak
",sunlit reeds,the slender line,of the bittern's beak,en,3,4,5
"spring rain
the measured step
of a sandhill crane
",spring rain,the measured step,of a sandhill crane,en,"2,3",4,5
"her laughter . . .
a waterdrop slides
in the nasturtium leaf
",her laughter . . .,a waterdrop slides,in the nasturtium leaf,en,3,5,7
"summer shower
my face flows down
the windowpane
",summer shower,my face flows down,the windowpane,en,4,4,4
"pear scent
from the sake cup
winter moon
",pear scent,from the sake cup,winter moon,en,2,4,3
"gray morning
the icicle grows
by another drop
",gray morning,the icicle grows,by another drop,en,3,5,5
"deathbed?
out the open window
the open sky
",deathbed?,out the open window,the open sky,en,2,6,4
"just now
as my life turns crazy
forsythia
",just now,as my life turns crazy,forsythia,en,2,6,4
"dying embers?
nodding off to the sound
of tree frogs
",dying embers?,nodding off to the sound,of tree frogs,en,4,6,3
"northern lights
filtering through fir trees
a distant train whistles
",northern lights,filtering through fir trees,a distant train whistles,en,3,6,6
"creek grasses
bent seaward
winter rain
",creek grasses,bent seaward,winter rain,en,3,3,3
"new grave
a sparrow tugs
at a ribbon
",new grave,a sparrow tugs,at a ribbon,en,2,4,4
"passing the church
she gazes upward
spring twilight
",passing the church,she gazes upward,spring twilight,en,4,5,"3,4"
"early morning
a snail
in my sandal
",early morning,a snail,in my sandal,en,4,2,4
"the slow turn
of a barber's pole?
afternoon heat
",the slow turn,of a barber's pole?,afternoon heat,en,3,5,4
"back at camp
the mountain peak
still in my legs
",back at camp,the mountain peak,still in my legs,en,3,4,4
"black water?
a goose paddles
through morning snow
",black water?,a goose paddles,through morning snow,en,3,4,4
"conversation lags?
far out on the spindly branch
a withered leaf
",conversation lags?,far out on the spindly branch,a withered leaf,en,5,8,4
"year's end
her skipping rope
too short
",year's end,her skipping rope,too short,en,2,4,2
"new year's day
an orca leaps
over the gray swell
",new year's day,an orca leaps,over the gray swell,en,3,4,5
"adding a squawk
to the scrabble of mice?
rusty hinge
",adding a squawk,to the scrabble of mice?,rusty hinge,en,4,6,3
"starry night?
frost patterns grow
from the window's edge
",starry night?,frost patterns grow,from the window's edge,en,3,4,5
"winter rain
tufts of moss
on the flagstone steps
",winter rain,tufts of moss,on the flagstone steps,en,3,3,5
"winter wind?
sandpipers chase
their voices
",winter wind?,sandpipers chase,their voices,en,3,4,3
"winter sky
three geese wheeling
around . . . around
",winter sky,three geese wheeling,around . . . around,en,3,4,4
"virgin snow
a pine needle enters
point down
",virgin snow,a pine needle enters,point down,en,3,6,2
"frosting the window
with our breath?
tick-tack-toe
",frosting the window,with our breath?,tick-tack-toe,en,5,"3,4",1
"evening sunrays
the tap roots of turnips
left in dry ground
",evening sunrays,the tap roots of turnips,left in dry ground,en,4,6,4
"pioneer house
the scent of smoke trailing
through the dark rooms
",pioneer house,the scent of smoke trailing,through the dark rooms,en,4,6,4
"october snow clouds . . .
the wasp nest's outer coverings
flap in the wind
",october snow clouds . . .,the wasp nest's outer coverings,flap in the wind,en,5,8,4
"slingshot
the pebble misses
a star
",slingshot,the pebble misses,a star,en,2,5,2
"into the tunnel . . .
late autumn fades
in the rear view
",into the tunnel . . .,late autumn fades,in the rear view,en,5,4,4
"one stroke
splits the log?
a crow caws
",one stroke,splits the log?,a crow caws,en,2,3,3
"misty foothills?
a woodpecker scarcely dents
the thick-spread silence
",misty foothills?,a woodpecker scarcely dents,the thick-spread silence,en,4,7,4
"squirrel bones
between tree roots?
needles falling
",squirrel bones,between tree roots?,needles falling,en,3,4,4
"floodlit sky
the wrecking ball swings
in and out of darkness
",floodlit sky,the wrecking ball swings,in and out of darkness,en,3,5,6
"full moon?
i wonder which state
his jet is crossing
",full moon?,i wonder which state,his jet is crossing,en,2,5,5
"evening sun
boys playing cricket
on the river bed
",evening sun,boys playing cricket,on the river bed,en,3,5,5
"nightfall
wingbeats of blackbirds
deep in the thicket
",nightfall,wingbeats of blackbirds,deep in the thicket,en,2,5,5
"sunrise
meets the shore
wave after wave
",sunrise,meets the shore,wave after wave,en,2,3,4
"a breeze
through paper lanterns
the dancer lifts her fan
",a breeze,through paper lanterns,the dancer lifts her fan,en,2,5,6
"ivy league quad
a squirrel gathering nuts
looks me over
",ivy league quad,a squirrel gathering nuts,looks me over,en,4,7,4
"old mission?
desert wind swinging
clapperless bells
",old mission?,desert wind swinging,clapperless bells,en,3,5,4
"calm sea?
a huge tree trunk
washed up on the shore
",calm sea?,a huge tree trunk,washed up on the shore,en,2,4,5
"our lips touch?
the surf moves sand
beneath my feet
",our lips touch?,the surf moves sand,beneath my feet,en,"3,4",4,4
"summer's end
the sound of horseshoes ringing
across the lake
",summer's end,the sound of horseshoes ringing,across the lake,en,3,7,4
"evening light
the red dragonfly
as still as the riverstone
",evening light,the red dragonfly,as still as the riverstone,en,3,5,7
"pale sun?
cherry petals drift
onto the cat's fur
",pale sun?,cherry petals drift,onto the cat's fur,en,2,5,5
"power blackout
frogs boom
in the billabong
",power blackout,frogs boom,in the billabong,en,4,2,5
"bus stop?
the ladybug on my finger
spreads her wings
",bus stop?,the ladybug on my finger,spreads her wings,en,2,8,3
"a clod of earth
the worm wiggles
out both sides
",a clod of earth,the worm wiggles,out both sides,en,4,4,3
"damselfly
for a moment only
the stony creek
",damselfly,for a moment only,the stony creek,en,3,6,4
"willow by the pond
one branch stirs
its own reflection
",willow by the pond,one branch stirs,its own reflection,en,5,3,5
"remaining blossoms
a gardener rakes the sand
across his footprints
",remaining blossoms,a gardener rakes the sand,across his footprints,en,5,7,5
"warm spring day
a nun joins the schoolgirls
at skip rope
",warm spring day,a nun joins the schoolgirls,at skip rope,en,"3,4",6,3
"deep in discussion
my father's hands
untangle our fishing lines
",deep in discussion,my father's hands,untangle our fishing lines,en,5,4,"8,7"
"heat lightning
an armadillo skitters
into a ditch
",heat lightning,an armadillo skitters,into a ditch,en,3,7,4
"warm kitchen
the rise and fall
of friends' laughter
",warm kitchen,the rise and fall,of friends' laughter,en,3,4,4
"first valentine
in the kindergarten box?
scent of fresh paste
",first valentine,in the kindergarten box?,scent of fresh paste,en,4,7,4
"back home?
trees that i knew
in all their seasons
",back home?,trees that i knew,in all their seasons,en,2,4,5
"dark river
shadows of gypsies
around the fire
",dark river,shadows of gypsies,around the fire,en,3,5,"4,5"
"slipping over morning fields
a sunray
catches the hare's urine
",slipping over morning fields,a sunray,catches the hare's urine,en,7,3,6
"raveled mitten?
bird tracks crisscross
patio snow
",raveled mitten?,bird tracks crisscross,patio snow,en,4,4,4
"winter branches
a spray of snow
from the magpie's tail
",winter branches,a spray of snow,from the magpie's tail,en,4,4,5
"dusk?
the stillness of swans
in a flooded field
",dusk?,the stillness of swans,in a flooded field,en,1,5,5
"spring morning?
a bird shoots out
of the scarecrow's sleeve
",spring morning?,a bird shoots out,of the scarecrow's sleeve,en,"3,4",4,5
"on the old
flowering quince
a quince
",on the old,flowering quince,a quince,en,3,4,2
"winter sunrise
slowly
the cockerel finds his voice
",winter sunrise,slowly,the cockerel finds his voice,en,4,2,7
"deep summer?
the sweet-smelling wake
of a hay wagon
",deep summer?,the sweet-smelling wake,of a hay wagon,en,3,3,5
"winter solstice
the flock of starlings
takes a new shape
",winter solstice,the flock of starlings,takes a new shape,en,4,5,4
