haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"crucifixion
don't weep for me mother
seeing me in a grave",crucifixion,don't weep for me mother,seeing me in a grave,en,4,6,6
"i wish all of them with their names to be called
but how can i do that
i have not the roll",i wish all of them with their names to be called,but how can i do that,i have not the roll,en,11,6,5
"they took him up and they laid him down
and they had him into the nearest town
to wait the coroner",they took him up and they laid him down,and they had him into the nearest town,to wait the coroner,en,9,10,6
"i do like this star in heights
such a light to us has brought
is a single drop inside",i do like this star in heights,such a light to us has brought,is a single drop inside,en,7,"8,7",7
"where statues remember me youthful and blessed
in silence so fragrant amidst limes of kings
i hear: the ship's masts are squeaking in swings",where statues remember me youthful and blessed,in silence so fragrant amidst limes of kings,i hear: the ship's masts are squeaking in swings,en,11,11,10
"leads me into your quiet gardens' shades
where i afraid of every turn and bough
in full forgetfulness seek for my former trace",leads me into your quiet gardens' shades,where i afraid of every turn and bough,in full forgetfulness seek for my former trace,en,10,"10,11",12
"oh should i come under an arch enlivened
by your great hand into the holly heaven
to cool at last my so shameful heat",oh should i come under an arch enlivened,by your great hand into the holly heaven,to cool at last my so shameful heat,en,11,11,9
"there i'll be blessed - forever and entire
and closing my eye-leads blazed by fire
again obtain my tears' former gift",there i'll be blessed - forever and entire,and closing my eye-leads blazed by fire,again obtain my tears' former gift,en,11,"8,9",9
"muse
do you see how happy are they
widows women and maidens",muse,do you see how happy are they,widows women and maidens,en,1,8,7
"most of all treasures i them both prize
i am to stand by them until my end
just by my priceless dear motherland",most of all treasures i them both prize,i am to stand by them until my end,just by my priceless dear motherland,en,9,"10,11",9
"wife will betray you leave once faithful friend
but you learn to enjoy the bliss another
look in a mirror of the polar land",wife will betray you leave once faithful friend,but you learn to enjoy the bliss another,look in a mirror of the polar land,en,10,11,10
"and only by caesar's gates  high on the vault
the baby versed into mysteries mourned
because none of them will be ever returned",and only by caesar's gates  high on the vault,the baby versed into mysteries mourned,because none of them will be ever returned,en,11,10,11
"only here to breath by these graves and these stones
where composed i once those beautiful songs
of the meeting that's waiting for us",only here to breath by these graves and these stones,where composed i once those beautiful songs,of the meeting that's waiting for us,en,11,10,"9,10"
"i wait for you
the years in silence pass
and as the image one i wait for you again",i wait for you,the years in silence pass,and as the image one i wait for you again,en,4,6,12
"the distance is such bright
and azure is so fine
but i'm afraid that you will change your image yet",the distance is such bright,and azure is so fine,but i'm afraid that you will change your image yet,en,6,6,12
"there behind your shoulders so quiet
the wings' tremble i feel
pierces me with his look of a fire",there behind your shoulders so quiet,the wings' tremble i feel,pierces me with his look of a fire,en,9,6,"10,11"
"and endless battle
we only dream of peace
through blood and dust",and endless battle,we only dream of peace,through blood and dust,en,5,6,4
"i'm ready for this meet belated
i'll stretch my arms to you and sing
for you the bearing from battle",i'm ready for this meet belated,i'll stretch my arms to you and sing,for you the bearing from battle,en,9,8,8
"he who left for a cave and a lantern
or for river's back-water forlorn
will be met by the eyes of a painter",he who left for a cave and a lantern,or for river's back-water forlorn,will be met by the eyes of a painter,en,10,7,10
"and if the stars are void of midday words
i shall myself create them for the worlds
and warmly charm them by the songs of battles",and if the stars are void of midday words,i shall myself create them for the worlds,and warmly charm them by the songs of battles,en,10,10,11
"i am a brother to the gulfs and storms
but i will plait into my uniforms
a lily  the blue star of flourishing valleys",i am a brother to the gulfs and storms,but i will plait into my uniforms,a lily  the blue star of flourishing valleys,en,"10,11",10,12
"that from a star took his name by a chance
when he had said don't fear the lord to us
just try the fruit and be like him immortal",that from a star took his name by a chance,when he had said don't fear the lord to us,just try the fruit and be like him immortal,en,10,"10,11",11
"but she is too upset and saddened
and under her skin of a satin
the poisoned blood is now moved",but she is too upset and saddened,and under her skin of a satin,the poisoned blood is now moved,en,9,9,7
"for all this now came repudiation
blind men will smash the gentle deceptive temple
and thoughts will come into my habitation",for all this now came repudiation,blind men will smash the gentle deceptive temple,and thoughts will come into my habitation,en,10,12,11
"may be in my previous a-being
i've cut the throats of my mom and dad
i have been doomed to suffering like that",may be in my previous a-being,i've cut the throats of my mom and dad,i have been doomed to suffering like that,en,8,9,"9,10"
"the moment fled and next one now hovers
and we wring hands but yet once more miss
we are condemned to miss and miss it over",the moment fled and next one now hovers,and we wring hands but yet once more miss,we are condemned to miss and miss it over,en,10,9,11
